movie,chapter,character,listener,dialog
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Gang thug,"Oh, it's you."
Harry Potter and the Order of the Phoenix,Dudley Demented,Gang thug,Dudley Dursley,"What should we do with him, Big D?"
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Gang thug,"Big D? Cool name, but to me, you'll always be Ikkle Duddicums."
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Harry Potter,Shut up!
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Harry Potter,"Ooo, tough guy. Not so tough in your bed, are you?"
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,What?
Harry Potter and the Order of the Phoenix,Dudley Demented,Arabella Figg,All,"You boys go home now, or I'll be calling your parents!"
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Harry Potter,"I heard you talking in your sleep, last night. Crying. ""No, don't kill Cedric, don't kill Cedric! Dad, help me, heeelp me! He's going to kill me! Boo-hoo!"""
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,"Shut up, Dudley. I'm warning you..."
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Harry Potter,Why should I?
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,Because if you don't I'll turn you into the idiot pig you are!
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,"Not so brave now, are you Duddykins? Now tell your little friends to go away."
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Gang thug,G-go home!
Harry Potter and the Order of the Phoenix,Dudley Demented,Gang thug,Dudley Dursley,What?
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Gang thug,Get out of here!
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,Don't you ever speak about that again. You understand?
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Harry Potter,Don't point that thing at me!
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,"I said, DO YOU UNDERSTAND? !"
Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Harry Potter,What's happening?
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,Quiet!
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,Dudley! Run!
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,"Come on! They break into a run. A dementor drifts into the alleyway in front of them. Skidding to a stop, Harry turns around, to find the other dementor cutting off the way back."
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley Dursley,"Dudley, no!"
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,,Lumos!
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,,"""Expecto Patronum!'"
Harry Potter and the Order of the Phoenix,Dudley Demented,Voldemort,Harry Potter,"Bow to death, Harry..."
Harry Potter and the Order of the Phoenix,Dudley Demented,Lily potter,Harry Potter,Haaaaaaaarry!...
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,,"""Expecto Patronum! '"
Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Harry Potter,What the heii are those?
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Vernon Dursley,Dementors.
Harry Potter and the Order of the Phoenix,Dudley Demented,Petunia Dursley,Vernon Dursley,"What happened, Duddikins?"
Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Petunia Dursley,What the hell is a dementoid?
Harry Potter and the Order of the Phoenix,Dudley Demented,Petunia Dursley,Vernon Dursley,They didn't--?
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Vernon Dursley,No.
Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Harry Potter,I want some answers!
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Vernon Dursley,We were attacked.
Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Harry Potter,By those...things?
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Vernon Dursley,"They're evil. If they get the chance, they'll suck your soul out through your mouth."
Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Harry Potter,How do you know that?
Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Harry Potter,"Fought 'em off, eh, Dud? Gave 'em the ol' one-two?"
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Vernon Dursley,You can't give a Dementor the 'ol one-two.'
Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Harry Potter,Why is he all right then?
Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Vernon Dursley,Because I used magic to save his
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,,Lumos!
Harry Potter and the Order of the Phoenix,The Advance Guard,Vernon Dursley,Alastor Moody,Who are all you lot?
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Vernon Dursley,"Quiet, Dursley."
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,"Harry, douse the light. We're exposed here."
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Remus Lupin,What are you doing here?
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,"We're your advanced guard, Harry. Dumbledore just sent us as soon as he heard about the attack. We're taking you to safety. We're just waiting for the all clear."
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Remus Lupin,How'd he know? It just happened!
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,"You didn't think Dumbledore'd let you wander around on your own, did you?"
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,"Harry, I don't believe you've met Nymphadora Tonks."
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,"Tonks, would you go get Harry's broom from the house?"
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Remus Lupin,What's been going on? What's Lord Vol-
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Harry Potter,"We're not talking about it here, it's too risky."
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Harry Potter,Blast it.
Harry Potter and the Order of the Phoenix,The Advance Guard,Nymphadora Tonks,Alastor Moody,"Mad-eye, dear, you do realize that's disgusting?"
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Nymphadora Tonks,I want 365 degree visibility on the return trip.
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Remus Lupin,How are we getting there?
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,Brooms.
Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,Harry Potter,There's the first signal.
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Harry Potter,"Right, let's go."
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,"On your broom, Harry."
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,All,Form up! Form up around Harry. Make it snappy! The advanced guard surrounds Harry.
Harry Potter and the Order of the Phoenix,The Advance Guard,Nymphadora Tonks,Alastor Moody,"Stop being so cheerful, Mad-eye."
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,All,We must be ready. This would be the perfect moment for Voldemort to strike Harry.
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Kingsley Shacklebolt,"Uh, is that very likely?"
Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,Harry Potter,No one's going to die.
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,All,There's the second signal!
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,All,"Mount your brooms, everyone. Here we go!"
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,All,"The third signal, everyone. Let's"
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,All,Stay in formation!
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,All,We need more height!
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,All,Contacts to the south!
Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,All,"Mad-eye! You, Tonks, and Lupin take Harry! We'll slow them down!"
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Alastor Moody,"There's the other one, Alastor!"
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,,Expecto--!
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Harry Potter,"Harry, leave it to us!"
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,All,No!
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,,"""Expecto Patronum!'"
Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,All,Get Harry to the safe house!
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Harry Potter,"Come on, Potter! Keep moving!"
Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Alastor Moody,But I can help!
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Harry Potter,"Potter, getting yourself killed won't do a thing. Now move!"
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Harry Potter,"We're not far, now!"
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Harry Potter,Did you get rid of them?
Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,Alastor Moody,"They're gone, Alastor."
Harry Potter and the Order of the Phoenix,The Advance Guard,Nymphadora Tonks,Kingsley Shacklebolt,We're there!
Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Nymphadora Tonks,Prepare for descent! Form up around Harry!
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Remus Lupin,Harry Potter,"Stay here, Harry."
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Kingsley Shacklebolt,All,Clear!
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Alastor Moody,Harry Potter,"Right, Harry, this way."
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Alastor Moody,Harry Potter,"Here, read this."
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Alastor Moody,Harry Potter,"Come on, inside. Hurry."
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Remus Lupin,Harry Potter,"Get in, quick, Harry. Don't touch anything."
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Walburga Black,Sirius Black,"Filth! Scum! Half-breeds, mutants, freaks, begone from this place! How dare you befoul the house of my fathers?!"
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Sirius Black,Walburga Black,"Shut up, you miserable old hag! Quiet!"
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Walburga Black,Sirius Black,"Blood traitor, abomination, shame of my flesh!"
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Harry Potter,Sirius Black,Was that your--?
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Sirius Black,Harry Potter,"Mother, yes. Dear old mum."
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Harry Potter,Sirius Black,But...why here?
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Molly Weasley,Harry Potter,"Hello, Harry dear."
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Harry Potter,Molly Weasley,Mrs. Weasley!
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Molly Weasley,Sirius Black,"Sirius, the meeting is about to start!"
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Sirius Black,Molly Weasley,Right.
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Molly Weasley,Harry Potter,"Harry, dear, go on upstairs- quietly, if you please. They're all up there."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,Harry!
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Harry Potter,"Let him breathe, Hermione!"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,"Oh, Harry! We've missed you! Are you furious with us, I bet you are!"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Harry Potter,"Good to see you, mate."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,"Come on, inside."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,"Sorry we haven't written, Harry, but Dumbledore made us promise not to."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Harry Potter,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Harry Potter,Right.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Harry Potter,He thought you would be safest there.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,He was so angry when he heard. It was...scary...
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Ron Weasley, Hermione Granger","So, why's he keeping me in the dark?"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Ron Weasley, Hermione Granger",Didn't you bother asking?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Harry Potter,"We've only seen him twice, and not for very long. He's really busy."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Ron Weasley, Hermione Granger",So I get to spend the summer with the Dursleys while you two are here.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Harry Potter,"It's not that fun, mate. Mum won't let us anywhere near the meetings."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Ron Weasley,You've still been here!
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Ron Weasley,What's been going on?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Harry Potter,"We've already told you, we're not privyed to the meetings. But we do know a few things."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,"Some of the Order are following known Death Eaters, like Lucious Malfoy."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Ron Weasley, Hermione Granger",What's this Order everyone's talking about?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,The Order of the Phoenix. Dumbledore started it last time to fight You-Know-Who. He only reorganized it after last term.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Harry Potter,"You can come down now, the meeting's over."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Harry Potter,Arthur-
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,"Well, the Ministry is furious with you."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Sirius Black,Why?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,You'll have to go to an disciplinary meeting tomorrow.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Sirius Black,Okay.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Sirius Black,I'm not really hungry. I think I'll go to bed.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,"You surprise me, Harry. I figured the first thing you'd do is start asking about Voldemort."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Sirius Black,"I wanted to, but I didn't think you'd tell me anything."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Harry Potter,"And that was quite right, Harry! You're much to young--"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Molly Weasley,"He has a right to know, Molly."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Sirius Black,It's not your decision!
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Molly Weasley,"I know what Dumbledore said, but he needs to know something."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Molly Weasley,"He's not a child, Molly."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Sirius Black,He's not an adult either!
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Sirius Black,I only have Harry's best interests at heart.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Molly Weasley,He's not your son.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Sirius Black,"Who else does he have, then?"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Molly Weasley,He's got me. He's like a son to me.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Molly Weasley,"What do you want to know, Harry?"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Sirius Black, Molly Weasley",Where's Voldemort? What's he doing?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,"He's hiding for the moment, because the Ministry is ignoring his return and he doesn't want that to change."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Sirius Black, Molly Weasley",How?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,The last person You-Know-Who wanted to alert was Dumbledore.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Sirius Black,And what's his plan?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,"He's building up his army again, just like before."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Sirius Black,And you're stopping him from gaining followers?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,Harry Potter,"We're doing our best, but it's proving to be...difficult."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,"You see, when the Ministry of Magic insists that Voldemort isn't back."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Sirius Black, Remus Lupin",But...why?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,Harry Potter,"Fudge likes being Minister of Magic. If it turns out that Voldemort came back under his watch, he'll be sacked."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Sirius Black, Remus Lupin","But you're telling people, right?"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,"Well, they think I'm a mass- murderer, Lupin is a werewolf, Tonks and Arthur would lose their jobs at the Ministry..."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,Harry Potter,But Dumbledore is doing all he can.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Arthur Weasley,Harry Potter,"If he keeps it up, he might end up in Azkaban. And that would give You- Know-Who a clear field to--"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Sirius Black, Remus Lupin",What?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,Harry Potter,You-Know-Who wants something. Something he didn't have last time. A weapon.
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Remus Lupin,What kind of weapon?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,Harry Potter,"I'm sorry, Harry, we can't say anything more."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Harry Potter,"Morning, dear! Did you have a good sleep?"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Molly Weasley,"No, my scar kept hurting."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Molly Weasley,Yeah...nerves...
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Harry Potter,"Good luck, Harry!"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,"They'll have to let you off, Harry... You were defending"
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Hermione Granger,"Thanks, Hermione."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Hermione Granger,What does he get a hug for?
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Hermione Granger,"Oh, sure, that's why."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,Hermione Granger,"Me? Jealous? Of course not, it just doesn't seem fair that you hug one friend more than the other, is all..."
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry Potter,Would you like a hug?
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Well, come on, Harry. Time to go."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,Arthur Weasley,Bye.
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Good, good, not very many Muggles."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Well, come on Harry, in we go."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"I do love using the Fellytone! Now, let's see, what's the number again..."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,,Welcome to the Ministry of Magic. Please state your business.
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Harry Potter, disciplinary hearing."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,,Pleas stand by.
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Keep close, Harry!"
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Perkins,"Ah, Perkins, good morn-"
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Perkins,Arthur Weasley,"Arthur, they've changed the time of Potter's hearing."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Perkins,Blast! Dumbledore thought they might try that.
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Perkins,Arthur Weasley,It started at eight!
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Perkins,"Good lord, that was five minutes ago! Come on, Harry!"
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,,Department of Mysteries.
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,,Department of Mysteries?
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Yep, I've got no idea what they get up to in here, it's top secret."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Come on, Harry!"
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,Arthur Weasley,I've been there before...
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"Now, Harry, I find that highly unlikely..."
Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Harry Potter,"There you are, Harry, in you go...good luck..."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,You're late.
Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Cornelius Fudge,Er...sorry.
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,"No matter, the accused will take his seat."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All,"Very well, we are ready to begin."
Harry Potter and the Order of the Phoenix,The Hearing,Albus Dumbledore,Cornelius Fudge,"Witness for the Defence, Albus Percival Wulfric Brian Dumbledore."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,"Ah...you...er...got our message that the time had changed, did you?"
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,Well. The...ah...charges.
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,"The charges against the accused shall now be read into the record: That the accused did with deliberation and fore-knowledge of the illegality of his actions, produce a patronus charm in full sight of a Muggle."
Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Cornelius Fudge,Yes.
Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Cornelius Fudge,"Yes, but-"
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,Within full sight of a Muggle?
Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Cornelius Fudge,"Yes, but-"
Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Harry Potter,"You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?"
Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Susan Bones,Yes.
Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Harry Potter,"That is most remarkable, Mr. Potter."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,It doesn't matter how impressive it was!
Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Cornelius Fudge,But I did it because of the Dementors!
Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Harry Potter,What do you mean?
Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Susan Bones,"My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Harry Potter,"Ah, yes, yes, another cock-and-bull story."
Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Harry Potter,Dementors in Little Whinging?
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Susan Bones,"Oh, come now, Susan. He's clearly lying."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All,We haven't got time to-
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Arthur Weasley,"Very well. Weasley, fetch the witness."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Arabella Figg,Full name?
Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,All,"Arabella Doreen Figg, resident of Little Whinging."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Arabella Figg,So...what is your story?
Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,Cornelius Fudge,I was sitting on my porch when I saw the two Dementors gliding towards the two boys.
Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Arabella Figg,What did the Dementors look like?
Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,Susan Bones,"Well, they were big and wore great, tattered cloaks."
Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Arabella Figg,Anything else?
Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,Susan Bones,I-I felt them. It was horrible...like I would never be happy again.
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Arabella Figg,"Very well, you may go."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All,Not very convincing.
Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Cornelius Fudge,"Oh, I disagree. She described their effects very completely."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Susan Bones,So two Dementors just happen to be in Little Whinging? I think not...
Harry Potter and the Order of the Phoenix,The Hearing,Albus Dumbledore,Cornelius Fudge,"Only if the Dementors are still taking their orders from only the Ministry these days. I believe you know my views on this, Cornelius."
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Albus Dumbledore,"Yes, and they're nothing but bilge, Dumbledore."
Harry Potter and the Order of the Phoenix,The Hearing,Dolores Umbridge,Albus Dumbledore,"Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?"
